label	suggested	rule	category	left	right	stratum	mechanism	sim	evidence
different	different	differing-digits	Software	CVE-2020-35730	CVE-2020-3760	a	edit-similarity	0.8571	
different	different	differing-digits	Software	CVE-2021-34473	CVE-2021-34523	a	edit-similarity	0.8571	
different	different	differing-digits	Software	CVE-2021-44026	CVE-2021-44228	a	edit-similarity	0.8571	
	review	none	Software	CVE-2023-38831	WinRAR CVE-2023-38831	a	identifier	0.8571	
	review	one-sided-digits	Software	Microsoft Exchange Server	Microsoft Exchange Server 2010	a	edit-similarity	0.8571	
	review	one-sided-digits	Software	Microsoft Exchange Server	Microsoft Exchange Server 2013	a	edit-similarity	0.8571	
	review	one-sided-digits	Software	Microsoft Exchange Server	Microsoft Exchange Server 2016	a	edit-similarity	0.8571	
	review	one-sided-digits	Software	Microsoft Exchange Server	Microsoft Exchange Server 2019	a	edit-similarity	0.8571	
	review	none	Software	OpenSSH	OpenSSL	a	edit-similarity	0.8571	
different	different	differing-digits	Software	TRYxaEbX.ps1	TRYxaEbX_2.ps1	a	edit-similarity	0.8571	
	review	none	Software	Microsoft Windows	Microsoft Windows XP	a	edit-similarity	0.85	
different	different	differing-digits	Software	CVE-2017-0144	CVE-2017-0199	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-0854	CVE-2018-0958	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8120	CVE-2018-8132	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8120	CVE-2018-8134	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8120	CVE-2018-8136	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8120	CVE-2018-8141	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8120	CVE-2018-8174	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8124	CVE-2018-8132	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8124	CVE-2018-8136	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8124	CVE-2018-8141	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8124	CVE-2018-8170	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8127	CVE-2018-8132	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8127	CVE-2018-8134	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8127	CVE-2018-8136	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8127	CVE-2018-8141	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8127	CVE-2018-8170	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8127	CVE-2018-8174	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8127	CVE-2018-8897	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8129	CVE-2018-8132	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8129	CVE-2018-8134	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8129	CVE-2018-8136	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8129	CVE-2018-8141	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8129	CVE-2018-8170	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8129	CVE-2018-8174	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8132	CVE-2018-8141	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8132	CVE-2018-8170	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8132	CVE-2018-8174	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8134	CVE-2018-8141	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8134	CVE-2018-8170	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8136	CVE-2018-8141	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8136	CVE-2018-8170	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8136	CVE-2018-8174	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8141	CVE-2018-8170	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2018-8141	CVE-2018-8174	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-0601	CVE-2020-0610	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-0609	CVE-2020-0610	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-0609	CVE-2020-0611	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-0610	CVE-2020-3110	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-0611	CVE-2020-3111	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3110	CVE-2020-3125	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3110	CVE-2020-3179	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3110	CVE-2020-3187	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3110	CVE-2020-3189	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3110	CVE-2020-3191	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3110	CVE-2020-3195	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3110	CVE-2020-3196	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3110	CVE-2020-3760	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3111	CVE-2020-3120	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3111	CVE-2020-3125	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3111	CVE-2020-3179	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3111	CVE-2020-3187	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3111	CVE-2020-3189	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3111	CVE-2020-3195	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3111	CVE-2020-3196	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3111	CVE-2020-3741	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3118	CVE-2020-3120	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3118	CVE-2020-3125	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3118	CVE-2020-3179	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3118	CVE-2020-3187	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3118	CVE-2020-3189	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3118	CVE-2020-3191	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3118	CVE-2020-3195	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3118	CVE-2020-3196	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3118	CVE-2020-3298	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3119	CVE-2020-3120	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3119	CVE-2020-3125	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3119	CVE-2020-3187	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3119	CVE-2020-3191	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3119	CVE-2020-3195	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3119	CVE-2020-3196	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3119	CVE-2020-3259	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3119	CVE-2020-3759	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3120	CVE-2020-3179	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3120	CVE-2020-3187	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3120	CVE-2020-3189	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3120	CVE-2020-3191	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3120	CVE-2020-3195	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3120	CVE-2020-3196	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3120	CVE-2020-3760	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3125	CVE-2020-3179	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3125	CVE-2020-3187	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3125	CVE-2020-3189	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3125	CVE-2020-3191	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3125	CVE-2020-3196	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3125	CVE-2020-3254	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3125	CVE-2020-3255	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3125	CVE-2020-3259	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3179	CVE-2020-3187	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3179	CVE-2020-3191	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3179	CVE-2020-3195	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3179	CVE-2020-3196	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3179	CVE-2020-3259	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3179	CVE-2020-3759	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3187	CVE-2020-3191	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3187	CVE-2020-3195	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3187	CVE-2020-3196	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3187	CVE-2020-3283	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3187	CVE-2020-3757	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3189	CVE-2020-3191	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3189	CVE-2020-3195	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3189	CVE-2020-3196	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3189	CVE-2020-3259	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3189	CVE-2020-3283	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3189	CVE-2020-3759	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3191	CVE-2020-3298	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3191	CVE-2020-3741	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3195	CVE-2020-3255	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3195	CVE-2020-3298	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3196	CVE-2020-3298	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3254	CVE-2020-3283	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3254	CVE-2020-3298	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3254	CVE-2020-3757	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3254	CVE-2020-3759	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3255	CVE-2020-3283	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3255	CVE-2020-3298	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3255	CVE-2020-3757	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3255	CVE-2020-3759	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3259	CVE-2020-3283	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3259	CVE-2020-3298	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3259	CVE-2020-3757	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3283	CVE-2020-3298	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3741	CVE-2020-3757	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3741	CVE-2020-3759	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3741	CVE-2020-3760	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3757	CVE-2020-3760	a	edit-similarity	0.8462	
different	different	differing-digits	Software	CVE-2020-3759	CVE-2020-3760	a	edit-similarity	0.8462	
different	different	differing-digits	Software	GandCrab v4	GandCrab v4.1	a	edit-similarity	0.8462	
different	different	differing-digits	Software	Microsoft Windows 7 for 32-bit Systems SP1	Microsoft Windows 7 for x64-based Systems SP1	a	edit-similarity	0.8444	
	review	none	Software	GoDownloader	jDownloader	a	edit-similarity	0.8333	
	review	none	Software	RemCom	Remcos	a	edit-similarity	0.8333	
	review	none	Software	RemCom	RomCom	a	edit-similarity	0.8333	
different	different	differing-digits	Software	Microsoft Windows Server 2008 R2 for Itanium-based Systems SP1	Microsoft Windows Server 2008 for x64-based Systems SP2	a	edit-similarity	0.8226	
	review	none	Software	Cisco FXOS	Cisco NX-OS	a	edit-similarity	0.8182	
different	different	differing-digits	Software	Office 2007	Office 2010	a	edit-similarity	0.8182	
different	different	differing-digits	Software	Office 2007	Office 2013	a	edit-similarity	0.8182	
different	different	differing-digits	Software	Office 2007	Office 2016	a	edit-similarity	0.8182	
different	different	differing-digits	Software	Microsoft Windows Server 2008 R2 for x64-based Systems SP1	Microsoft Windows Server 2008 for Itanium-based Systems SP2	a	edit-similarity	0.8136	
different	different	differing-digits	Software	Microsoft Windows Server 2008 for 32-bit Systems SP2	Microsoft Windows Server 2008 for Itanium-based Systems SP2	a	edit-similarity	0.8136	
different	different	differing-digits	Software	GammaLoad.PS1	GammaLoad.PS1_v2	a	edit-similarity	0.8125	
different	different	differing-digits	Software	Microsoft Windows Server 2008 R2 for x64-based Systems SP1	Microsoft Windows Server 2008 for 32-bit Systems SP2	a	edit-similarity	0.8103	
	review	one-sided-digits	Software	Microsoft Office 2007	Microsoft Office Word	a	edit-similarity	0.8095	
	review	one-sided-digits	Software	Microsoft Office 2010	Microsoft Office Word	a	edit-similarity	0.8095	
	review	one-sided-digits	Software	Microsoft Office 2013	Microsoft Office Word	a	edit-similarity	0.8095	
	review	one-sided-digits	Software	Microsoft Office 2016	Microsoft Office Word	a	edit-similarity	0.8095	
	review	one-sided-digits	Software	Microsoft Office 2019	Microsoft Office Word	a	edit-similarity	0.8095	
	review	none	Software	Cisco FXOS	Cisco IOS	a	edit-similarity	0.8	
	review	none	Software	Cisco IOS	Cisco IOS XE	a	edit-similarity	0.8	
	review	none	Software	Cisco IOS	Cisco IOS XR	a	edit-similarity	0.8	
	review	none	Software	MSCommonDriver.DCRat.exe	MSCommonDriver.exe	a	edit-similarity	0.8	
	review	none	Software	Microsoft Edge	Microsoft Excel	a	edit-similarity	0.8	
	review	one-sided-digits	Software	Microsoft Office	Microsoft Office 2007	a	edit-similarity	0.8	
	review	one-sided-digits	Software	Microsoft Office	Microsoft Office 2010	a	edit-similarity	0.8	
	review	one-sided-digits	Software	Microsoft Office	Microsoft Office 2013	a	edit-similarity	0.8	
	review	one-sided-digits	Software	Microsoft Office	Microsoft Office 2016	a	edit-similarity	0.8	
	review	one-sided-digits	Software	Microsoft Office	Microsoft Office 2019	a	edit-similarity	0.8	
	review	none	Software	Microsoft Office	Microsoft Office Word	a	edit-similarity	0.8	
	review	none	Software	Microsoft Office 2007	Office 2007	a	edit-similarity	0.8	
	review	none	Software	Microsoft Office 2010	Office 2010	a	edit-similarity	0.8	
	review	none	Software	Microsoft Office 2013	Office 2013	a	edit-similarity	0.8	
	review	none	Software	Microsoft Office 2016	Office 2016	a	edit-similarity	0.8	
	review	none	Software	Microsoft Office Word	Microsoft Word	a	edit-similarity	0.8	
	review	none	Software	Remote Utilities	Remote Utilities - Host	a	edit-similarity	0.8	
	review	none	Software	SPECTR.Fs	SPECTR.Usb	a	edit-similarity	0.8	
	review	none	Software	VMware Fusion	VMware Fusion Pro	a	edit-similarity	0.8	
	review	none	Software	VMware Workstation Player	VMware Workstation Pro	a	edit-similarity	0.8	
different	different	differing-digits	Software	Windows 10	Windows 7	a	edit-similarity	0.8	
same	same	decorated-identifier	Software	csrss.exe	csrss.exe (DoubleZero)	a	edit-similarity	0.8	
	review	none	Software	Диверсанти filercs.rar	Диверсанти.rar	a	edit-similarity	0.8	
	review	none	Software	501_25_103.lnk	501_25_103.zip	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2017-0144	CVE-2017-14491	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2017-11882	CVE-2017-17688	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2017-11882	CVE-2017-17689	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2017-11882	CVE-2018-6882	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2017-17688	CVE-2019-17666	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2017-17689	CVE-2017-8759	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2017-17689	CVE-2019-17666	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2018-0854	CVE-2018-20250	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2018-0854	CVE-2018-20251	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2018-0854	CVE-2018-20252	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2018-0854	CVE-2018-20253	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2018-0958	CVE-2018-20250	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2018-0958	CVE-2018-20251	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2018-0958	CVE-2018-20252	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2018-0958	CVE-2018-20253	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2018-20250	CVE-2018-8120	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-0601	CVE-2020-12641	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-0611	CVE-2020-12641	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-12641	CVE-2020-3254	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-12641	CVE-2020-3741	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-12641	CVE-2021-32648	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-3110	CVE-2020-35730	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-3110	CVE-2021-31207	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-3110	CVE-2022-30190	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-3111	CVE-2022-23131	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-3119	CVE-2022-30190	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-3120	CVE-2020-35730	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-3120	CVE-2022-30190	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-3125	CVE-2021-31207	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-3179	CVE-2020-35730	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-3187	CVE-2021-31207	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-3191	CVE-2022-23131	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-3191	CVE-2022-30190	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-3195	CVE-2022-30190	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-3196	CVE-2022-30190	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-3254	CVE-2021-32648	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-3283	CVE-2020-35730	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-3283	CVE-2023-38831	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-3283	CVE-2024-38213	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-3298	CVE-2021-32648	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-35730	CVE-2020-3741	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-35730	CVE-2020-3757	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-35730	CVE-2020-3759	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2020-3760	CVE-2023-43770	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2021-26855	CVE-2021-27065	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2021-26858	CVE-2021-32648	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2021-31207	CVE-2022-21907	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2021-34523	CVE-2021-44026	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2021-34523	CVE-2021-44228	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2021-34523	CVE-2022-24521	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2022-21907	CVE-2022-30190	a	edit-similarity	0.7857	
different	different	differing-digits	Software	CVE-2022-23131	CVE-2022-24521	a	edit-similarity	0.7857	
	review	none	Software	CocCoc Browser	Coowon Browser	a	edit-similarity	0.7857	
	review	one-sided-digits	Software	GammaSteel.NET	GammaSteel.PS1	a	edit-similarity	0.7857	
	review	none	Software	Kometa Browser	Opera Browser	a	edit-similarity	0.7857	
different	different	differing-digits	Software	Microsoft Windows 7 for x64-based Systems SP1	Microsoft Windows Server 2008 for x64-based Systems SP2	a	edit-similarity	0.7818	
	review	none	Software	ChromePlus Browser	Chromium Browser	a	edit-similarity	0.7778	
different	different	differing-digits	Software	Microsoft Windows 7 for x64-based Systems SP1	Microsoft Windows Server 2008 R2 for x64-based Systems SP1	a	edit-similarity	0.7778	
	review	one-sided-digits	Software	Windows	Windows 7	a	edit-similarity	0.7778	
	review	none	Software	crsse.exe	csrss.exe	a	edit-similarity	0.7778	
	review	none	Software	Brave Browser	Uran Browser	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2017-0144	CVE-2018-0854	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2017-0144	CVE-2018-8124	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2017-0144	CVE-2018-8134	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2017-0144	CVE-2018-8141	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2017-0144	CVE-2018-8174	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2017-0199	CVE-2017-8759	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2017-0199	CVE-2018-8129	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2017-8759	CVE-2018-8129	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2017-8759	CVE-2020-3759	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-0854	CVE-2018-6882	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-0854	CVE-2018-8124	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-0854	CVE-2018-8134	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-0854	CVE-2018-8141	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-0854	CVE-2018-8174	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-0854	CVE-2018-8897	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-0958	CVE-2019-0708	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-6882	CVE-2018-7602	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-6882	CVE-2018-8120	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-6882	CVE-2018-8124	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-6882	CVE-2018-8127	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-6882	CVE-2018-8129	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-6882	CVE-2018-8132	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-6882	CVE-2018-8897	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-7600	CVE-2018-8120	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-7600	CVE-2018-8170	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-7602	CVE-2018-8132	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-8120	CVE-2018-8897	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-8120	CVE-2020-3120	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-8124	CVE-2018-8897	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-8129	CVE-2018-8897	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-8132	CVE-2018-8897	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-8134	CVE-2018-8897	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-8136	CVE-2018-8897	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-8141	CVE-2018-8897	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-8170	CVE-2018-8897	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2018-8174	CVE-2018-8897	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-0601	CVE-2020-3111	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-0601	CVE-2020-3191	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-0601	CVE-2020-3741	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-0601	CVE-2020-3760	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-0609	CVE-2020-3119	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-0609	CVE-2020-3179	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-0609	CVE-2020-3189	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-0609	CVE-2020-3259	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-0609	CVE-2020-3759	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-0609	CVE-2020-3760	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-0610	CVE-2020-3111	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-0610	CVE-2020-3118	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-0610	CVE-2020-3119	a	edit-similarity	0.7692	
